Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 10,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Product Image 9,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T8PDVXZ4K2G04GRBWV,Green / S,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Green,Size,S,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,1,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T867SMMC5N8Z77QNYE,Red / M,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Red,Size,M,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,2,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T9X0MAQX2723G12PFN,Green / M,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Green,Size,M,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,3,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T9PK8M2ZXGV44EEGQS,Red / L,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Red,Size,L,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,4,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T9KMSWF7X30D201VPC,Green / L,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Green,Size,L,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,5,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T97TWXJ28MNC3RPP4X,Red / XL,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Red,Size,XL,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,6,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57T9CYWQ3CE3WGQHY34W,Green / XL,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Green,Size,XL,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,7,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57TA2MFCXP9QAAP9KDT5,Red / XXL,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Red,Size,XXL,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,8,,
prod_01K6WA57P4Q8TRKZD4J62X44S3,regular-fit-dik-yaka-mont-3323250,Regular Fit Standing Collar Zippered Jacket,Regular Fit Standing Collar Zippered Jacket,,published,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T08:28:09.290Z,,,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_01_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_10_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_02_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_03_01.jpg,http://localhost:9000/static/1759739289250-C6214AX_25AU_GR158_04_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_05_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_06_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_07_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_08_01.jpg,http://localhost:9000/static/1759739289251-C6214AX_25AU_GR158_09_01.jpg,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T08:28:09.290Z,variant_01K6WA57TAQK8PV8HRD0P3D4EA,Green / XXL,,,,,,true,false,,2025-10-06T08:28:09.419Z,,,,,,Color,Green,Size,XXL,,3499,3499,3499,prod_01K6WA57P4Q8TRKZD4J62X44S3,2025-10-06T08:28:09.419Z,9,,
prod_01K6WCWVTZZQE0YW9N25H3DF1H,su-gecirmez-oversize-genis-kalip-dik-yaka-ic-cepli-citcitli-beli-lastikli-deri-ceket-mont-3320647,Waterproof Oversize Fit Stand Collar Faux Leather Jacket,Waterproof Oversize Fit Stand Collar Faux Leather Jacket,,published,http://localhost:9000/static/1759742160713-D2427AX_25AU_BN339_01_01.jpg,,,,,,,pcol_01K6T12DMYFVYE897XQ1WX5K40,,true,,2025-10-06T09:16:00.737Z,,,http://localhost:9000/static/1759742160713-D2427AX_25AU_BN339_01_01.jpg,,http://localhost:9000/static/1759742160713-D2427AX_25AU_BN339_02_01.jpg,http://localhost:9000/static/1759742160713-D2427AX_25AU_BN339_03_01.jpg,http://localhost:9000/static/1759742160714-D2427AX_25AU_BN339_04_01.jpg,http://localhost:9000/static/1759742160714-D2427AX_25AU_BN339_05_01.jpg,http://localhost:9000/static/1759742160714-D2427AX_25AU_BN339_06_01.jpg,http://localhost:9000/static/1759742160714-D2427AX_25AU_BN339_07_01.jpg,http://localhost:9000/static/1759742160714-D2427AX_25AU_BN339_08_01.jpg,,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T09:16:00.737Z,variant_01K6WW6SQFRVHG0PX6M1DCXA8H,S,sa,,,,,true,false,,2025-10-06T13:43:34.896Z,,,,,,Color,Red,Size,L,,1500,13437,1530,prod_01K6WCWVTZZQE0YW9N25H3DF1H,2025-10-06T13:43:34.896Z,0,,
prod_01K6WVZ0PW4KSBTSX1YX20TEGS,su-gecirmez-slim-fit-dar-kesim-kapusonlu-fermuarli-mont-3304907,Waterproof Slim Fit Hooded Zippered Puffer Jacket,Waterproof Slim Fit Hooded Zippered Puffer Jacket,,published,http://localhost:9000/static/1759757959853-N4661AZ_25AU_BK27_01_01.jpg,,,,,,,,,true,,2025-10-06T13:39:19.902Z,,,http://localhost:9000/static/1759757959853-N4661AZ_25AU_BK27_01_01.jpg,,http://localhost:9000/static/1759757959853-N4661AZ_25AU_BK27_02_01.jpg,http://localhost:9000/static/1759757959854-N4661AZ_25AU_BK27_03_01.jpg,http://localhost:9000/static/1759757959854-N4661AZ_25AU_BK27_04_01.jpg,http://localhost:9000/static/1759757959854-N4661AZ_25AU_BK27_05_01.jpg,,,,,false,,sc_01K6T0ZFDY9KR5JYAFFAB1G974,2025-10-06T13:39:19.902Z,variant_01K6WVZ0SFEWR90QKF82GVQ8SQ,Green / L,,,,,,true,true,,2025-10-06T13:39:19.984Z,,,,,,Color,Green,Size,L,,1500,1500,1500,prod_01K6WVZ0PW4KSBTSX1YX20TEGS,2025-10-06T13:39:19.984Z,0,,
